Wavelength,Reading
744.41,0.04129
745.28,0.04141
746.15,0.04137
747.02,0.04141
747.89,0.04132
748.75,0.04123
749.62,0.04144
750.49,0.0413
751.36,0.04147
752.23,0.04129
753.09,0.04142
753.96,0.04142
754.83,0.04142
755.69,0.04141
756.56,0.04132
757.42,0.04145
758.29,0.0414
759.15,0.04136
760.01,0.04131
760.88,0.04131
761.74,0.04149
762.6,0.04139
763.47,0.04139
764.33,0.04139
765.19,0.04148
766.05,0.04138
766.91,0.04128
767.78,0.04128
768.64,0.04118
769.5,0.04127
770.36,0.04127
771.21,0.04126
772.07,0.04121
772.93,0.04121
773.79,0.04135
774.65,0.04125
775.51,0.0414
776.36,0.04125
777.22,0.04139
778.08,0.04129
778.93,0.04134
779.79,0.04128
780.64,0.04112
781.5,0.04133
782.35,0.04122
783.21,0.04132
784.06,0.04121
784.92,0.04132
785.77,0.04126
786.62,0.0412
787.47,0.04136
788.33,0.04125
789.18,0.04136
790.03,0.04107
790.88,0.04118
791.73,0.04112
792.58,0.04118
793.43,0.04129
794.28,0.04117
795.13,0.04134
795.98,0.04128
796.83,0.04105
797.68,0.04139
798.53,0.04133
799.37,0.04127
800.22,0.04115
801.07,0.04138
801.91,0.04132
802.76,0.04132
803.61,0.04119
804.45,0.04138
805.3,0.04131
806.14,0.04131
806.98,0.04131
807.83,0.04111
808.67,0.04124
809.52,0.04104
810.36,0.0413
811.2,0.04136
812.04,0.04136
812.89,0.04129
813.73,0.04122
814.57,0.04114
815.41,0.04114
816.25,0.04121
817.09,0.04127
817.93,0.04134
818.77,0.041
819.61,0.04099
820.45,0.04106
821.28,0.04112
822.12,0.04098
822.96,0.04133
823.8,0.04133
824.63,0.04111
825.47,0.04095
826.31,0.04117
827.14,0.04117
827.98,0.04124
828.81,0.04109
829.65,0.04101
830.48,0.04124
831.31,0.04131
832.15,0.041
832.98,0.04115
833.81,0.04138
834.65,0.0413
835.48,0.04122
836.31,0.04122
837.14,0.0413
837.97,0.04129
838.8,0.04121
839.63,0.04121
840.46,0.04137
841.29,0.04137
842.12,0.04137
842.95,0.04128
843.78,0.04128
844.61,0.04128
845.44,0.04119
846.26,0.04145
847.09,0.04127
847.92,0.04136
848.74,0.04119
849.57,0.04127
850.4,0.04135
851.22,0.04101
852.05,0.04126
852.87,0.04117
853.69,0.04126
854.52,0.04126
855.34,0.04099
856.17,0.04179
856.99,0.04125
857.81,0.04134
858.63,0.04125
