Wavelength,Reading
825.47,0.29351
826.31,0.29328
827.14,0.29326
827.98,0.29496
828.81,0.2939
829.65,0.29184
830.48,0.29124
831.31,0.29117
832.15,0.29201
832.98,0.29266
833.81,0.29305
834.65,0.29358
835.48,0.29268
836.31,0.29319
837.14,0.29126
837.97,0.28981
838.8,0.2899
839.63,0.29131
840.46,0.29197
841.29,0.29264
842.12,0.29264
842.95,0.29253
843.78,0.29113
844.61,0.29135
845.44,0.2921
846.26,0.2931
847.09,0.29236
847.92,0.29113
848.74,0.29334
849.57,0.29489
850.4,0.29549
851.22,0.29542
852.05,0.2942
852.87,0.2931
853.69,0.29259
854.52,0.29037
855.34,0.292
856.17,0.29281
856.99,0.29117
857.81,0.29238
858.63,0.2934
