Wavelength,Reading
830.48,0.28675
831.31,0.28737
832.15,0.2899
832.98,0.29018
833.81,0.29054
834.65,0.28999
835.48,0.28691
836.31,0.28521
837.14,0.28181
837.97,0.28174
838.8,0.28215
839.63,0.28206
840.46,0.28457
841.29,0.28523
842.12,0.28815
842.95,0.2884
843.78,0.28924
844.61,0.29097
845.44,0.29018
846.26,0.2881
847.09,0.28732
847.92,0.28375
848.74,0.28389
849.57,0.28347
850.4,0.28165
851.22,0.28117
852.05,0.28193
852.87,0.28363
853.69,0.28548
854.52,0.28639
855.34,0.28919
856.17,0.2904
856.99,0.28796
857.81,0.28751
858.63,0.28688
